,단어,점수
1151,공덕을 칭송하는,2
1152,공덕의 힘,2
1153,공덕이 있는,1
1154,공로에,1
1155,공로와,1
1156,공로와 업적,1
1157,공범자에,-1
1158,공손하게,2
1159,공손하다,1
1160,공손하지 아니하고,-1
1161,공손함을,2
1162,공손함을 더하여,2
1163,공손히,2
1164,공손히 진찰하다,2
1165,공연한,-1
1166,공연한 짓을,-1
1167,공연히,-1
1168,공연히 놀며,-1
1169,공연히 미워하고,-2
1170,공익을,2
1171,공익을 목적으로,2
1172,공적의,0
1173,공적이 많은,2
1174,공정하다,2
1175,공정하여,2
1176,공정한,1
1177,공정함,2
1178,공평하다,1
1179,공평하여,1
1180,공평하여 어느,1
1181,공평함,1
1182,공포,-2
1183,공포나,-1
1184,공포나 긴장으로,-2
1185,공포증,-2
1186,공허하다,-1
1187,공허한,-1
1188,공허한 느낌,-1
1189,공허한 느낌이,-1
1190,공황상태,-1
1191,공황장애,-1
1192,과거에 급제하여,2
1193,과격하다,-1
1194,과격한,-1
1195,과금,-1
1196,과대망상에,-1
1197,과대망상에 빠진,-1
1198,과도하게,-1
1199,과로,-1
1200,과로 따위가,-1
1201,과로 따위로,-1
1202,과로로,-1
1203,과식을,-1
1204,과식을 하거나,-1
1205,과음,-2
1206,과음하거나,-1
1207,과장되다,-2
1208,과장되어,-1
1209,과장된,-2
1210,과체중,-2
1211,과하다,-1
1212,관계가 끊어지거나,-1
1213,관계가 끊어지는,-1
1214,관계가 끊어지다,-1
1215,관계가 맺어지다,1
1216,관계를 끊다,-1
1217,관계를 맺다,1
1218,관계없는,-1
1219,관계없는 행동을,-1
1220,관광할 만한,1
1221,관능적이다,1
1222,관람객이 줄어들다,-1
1223,관심병,-1
1224,관심을 가지지 아니하고,-1
1225,관심을 가짐,1
1226,관심을 기울이다,1
1227,관심이 있다,1
1228,관심이나,1
1229,관심이나 좋아하는,2
1230,관심이나 흥미,1
1231,관절염,-2
1232,관절이 저리고,-1
1233,관철하려고 다투는,-1
1234,괄시,-2
1235,괄시하다,-2
1236,광견병을,-1
1237,광명이,2
1238,광탈,-1
1239,괘씸하고,-1
1240,괘씸하고 얄미운,-2
1241,괘씸하고 얄밉다,-2
1242,괘씸한,-2
1243,괘씸한 데가,-2
1244,괜찮거나,1
1245,괜찮고,1
1246,괜찮다,1
1247,괜한 트집을,-1
1248,괜히 트집을,-1
1249,괴로운,-2
1250,괴로운 느낌,-2
1251,괴로운 느낌을,-2
1252,괴로운 모양,-2
1253,괴로운 상태가,-2
1254,괴로운 상태로,-2
1255,괴로운 상태에,-2
1256,괴로울,-2
1257,괴로울 때에,-2
1258,괴로움,-2
1259,괴로움과,-2
1260,괴로움과 아픔,-2
1261,괴로움을,-2
1262,괴로움을 가져오며,-2
1263,괴로움을 느끼다,-2
1264,괴로움을 없애,1
1265,괴로움이나,-2
1266,괴로워,-2
1267,괴로워하는,-2
1268,괴로워하는 모양이나,-2
1269,괴로워하다,-2
1270,괴로워하며,-2
1271,괴롭거나,-2
1272,괴롭거나 성가시다,-2
1273,괴롭게,-2
1274,괴롭게 내는,-2
1275,괴롭게 되다,-2
1276,괴롭게 소리를,-2
1277,괴롭게 여기다,-2
1278,괴롭고,-2
1279,괴롭고 귀찮게,-2
1280,괴롭고 귀찮다,-2
1281,괴롭고 아픈,-2
1282,괴롭다,-2
1283,괴롭지 아니하여,1
1284,괴롭히거나,-2
1285,괴롭히거나 못살게,-2
1286,괴롭히는,-2
1287,괴롭히는 일,-2
1288,괴롭히는 짓을,-2
1289,괴롭히다,-2
1290,괴멸,-2
1291,괴멸되다,-2
1292,괴멸하다,-2
1293,괴물,-1
1294,괴사가,-2
1295,괴사가 일어난,-2
1296,괴상하고,-2
1297,괴상한,-2
1298,괴상한 데가,-2
1299,괴상한 일,-2
1300,괴상한 일이,-1
1301,괴이쩍게,-1
1302,괴이쩍게 생각하다,-1
1303,괴이하게,-2
1304,괴이하게 여기다,-2
1305,굉장하게,2
1306,굉장하다,2
1307,교관하다,0
1308,교도소에 수감된,-1
1309,교리에 밝고,2
1310,교만하게,-1
1311,교만하게 굶,-1
1312,교만하고,-1
1313,교만하다,-1
1314,교만하여,-1
1315,교만함,-1
1316,교모하게 괴롭히거나,-1
1317,교묘하게,1
1318,교묘하고,-1
1319,교묘하다,-1
1320,교묘히 넘기는,-1
1321,교양,1
1322,교양과,1
1323,교양이 없고,-1
1324,교양이 없다,-1
1325,교양이 있다,1
1326,교양이 있어,1
1327,교육적인,1
1328,교제를 끊어,-1
1329,교통을 허락하다,1
1330,교통이 허락되다,1
1331,교화하고,1
1332,교활하고,-1
1333,교활한,-1
1334,교활한 무리들이,-1
1335,교활한 수단을,-1
1336,교활한 수단이나,-1
1337,교훈,1
1338,구경하며 즐기다,1
1339,구구함이나 연연함이 없다,1
1340,구김살 없이,1
1341,구김살이 없다,1
1342,구김살이 없이,1
1343,구두쇠처럼,-1
1344,구리게,-1
1345,구박하거나,-1
1346,구성지고,1
1347,구속하다,-1
1348,구속함,-1
1349,구슬퍼질,-1
1350,구슬퍼질 정도로,-1
1351,구슬프고,-1
1352,구슬프고 쓸쓸한,-2
1353,구슬프다,-1
1354,구슬피,-1
1355,구역날,-2
1356,구역날 듯하다,-2
1357,구역이 나려는,-2
1358,구역질,-2
1359,구역질나는,-2
1360,구역질나다,-2
1361,구역질을,-2
1362,구역질을 하는,-2
1363,구역질이,-2
1364,구역질이 나는,-2
1365,구역질이 나다,-2
1366,구역질이 나서,-2
1367,구역질하다,-2
1368,구원하다,1
1369,구원한,1
1370,구원한 일,1
1371,구제함,1
1372,구차스러운,-2
1373,구차스러운 짓을,-2
1374,구차스럽게,-2
1375,구차스럽게 구는,-2
1376,구차스럽게 굴다,-2
1377,구차하여,-2
1378,구차하지 않다,1
1379,구토,-1
1380,구토 증세가,-1
1381,구토를,-1
1382,구토를 일으키거나,-1
1383,국내의 반란,-1
1384,군살이 처지도록,-1
1385,군색함,-1
1386,군소리 없이,1
1387,군소리를,-1
1388,군소리를 내다,-1
1389,군소리를 하는,-1
1390,군소리를 하다,-1
1391,굳게,1
1392,굳게 맹세하다,1
1393,굳게 믿다,1
1394,굳고 행실이,1
1395,굳세거나,2
1396,굳세게,2
1397,굳세게 함,2
1398,굳세고,2
1399,굳세고 야무지다,2
1400,굳세다,2
1401,굳센 기상이,2
1402,굳어지다,-1
1403,굳은,0
1404,굳은 상태로,0
1405,굳지 못하고,-1
1406,굳지 못하여,-1
1407,굴복시킴,-1
1408,굴복하지 않고,1
1409,굴욕,-2
1410,굴욕감,-2
1411,굴욕을,-2
1412,굴욕을 당하거나,-2
1413,굴욕을 당하여,-2
1414,굴욕적,-2
1415,굵고 시원시원한,2
1416,굶는,-1
1417,굶는 모양,-1
1418,굶다,-1
1419,굶주려서,-1
1420,굶주리고,-1
1421,굶주리다,-1
1422,굶주린,-1
1423,굶주린 백성을,-1
1424,굼드게 먹는,-1
1425,굼뜨게,-1
1426,굼뜨게 먹다,-1
1427,굼뜨게 움직이는,-1
1428,굼뜨게 움직이다,-1
1429,굼뜨게 하다,-1
1430,굼뜨게 행동하는,-1
1431,굼뜨게 행동하다,-1
1432,굼뜨고,-1
1433,굼뜨고 거추장스럽게,-2
1434,굼뜨고 게으르게,-2
1435,굼뜨고 좀스럽게,-2
1436,굼뜨다,-1
1437,굽신,-2
1438,굽신거리다,-2
1439,굽신굽신,-2
1440,굽신굽신하다,-2
1441,굽신대다,-2
1442,굽신하다,-2
1443,굽실,-2
1444,굽실거리다,-2
1445,굽실굽실,-2
1446,굽실굽실하다,-2
1447,굽실대다,-2
1448,굽실하다,-2
1449,굽혀서 산다는,-2
1450,굽히지 아니하고,1
1451,굽히지 않는,0
1452,궁상스러운,-2
1453,궁상스러운 모양,-2
1454,궁상스럽다,-2
1455,궁색하게,-2
1456,궁색하다,-2
1457,궁색하여,-2
1458,궁핍하다,-2
1459,궁핍히,-2
1460,궁하고,-2
1461,궁하다,-2
1462,궂게,-1
1463,궂다,-1
1464,권리를 없애거나,-1
1465,권리를 침해한,-1
1466,권세를 꺾다,0
1467,권세를 마음대로,-1
1468,권태,-1
1469,권태감,-1
1470,권태기,-1
1471,권태로이,-1
1472,권태롭다,-1
1473,권태를,-1
1474,권태를 느끼는,-1
1475,궐기할,1
1476,궐기할 것을,1
1477,귀머거리,-1
1478,귀먹은,-1
1479,귀양을 보내던,-2
1480,귀양이 보내어지다,-2
1481,귀에 즐거움과,2
1482,귀여운,2
1483,귀여운 느낌이,2
1484,귀여운 데가,2
1485,귀여워하거나,2
1486,귀여워하거나 즐김,2
1487,귀여워하다,2
1488,귀여워할,2
1489,귀여워할 때,2
1490,귀염성,2
1491,귀염성스럽다,2
1492,귀염성스레,2
1493,귀염을,2
1494,귀염을 받는,1
1495,귀염을 받을,2
1496,귀염을 받지 못할,-1
1497,귀엽게,2
1498,귀엽게 걷는,2
1499,귀엽게 걷다,2
1500,귀엽게 기울어지는,2
1501,귀엽게 기울어지다,2
1502,귀엽게 놀리며,2
1503,귀엽게 떠서,2
1504,귀엽게 여기다,2
1505,귀엽게 움직이는,2
1506,귀엽게 움직이다,2
1507,귀엽게 움직이며,2
1508,귀엽게 웃는,2
1509,귀엽게 웃다,2
1510,귀엽게 이르는,2
1511,귀엽게 흔들리는,2
1512,귀엽게 흔들리다,2
1513,귀엽고,2
1514,귀엽고 보드랍게,2
1515,귀엽고 탐스러운,2
1516,귀엽고 탐스럽다,2
1517,귀엽고 환하게,2
1518,귀엽다,2
1519,귀엽도록,2
1520,귀엽도록 보드랍고,2
1521,귀요미,2
1522,귀중하게,2
1523,귀중하다,2
1524,귀중한,2
1525,귀중한 보배,2
1526,귀중한 자원이라는,2
1527,귀중히,2
1528,귀중히 여기는,2
1529,귀중히 여기다,2
1530,귀차니즘,-1
1531,귀찮거나,-1
1532,귀찮게,-1
1533,귀찮게 구는,-1
1534,귀찮게 굴다,-1
1535,귀찮게 씹히는,-1
1536,귀찮게 씹히다,-1
1537,귀찮게 하는,-1
1538,귀찮게 하다,-1
1539,귀찮게 하여,-1
1540,귀찮고,-1
1541,귀찮고 성가시다,-2
1542,귀찮다,-1
1543,귀찮아하도록,-1
1544,귀찮아하도록 성가시게,-2
1545,귀찮으면서도,-1
1546,귀찮은,-2
1547,귀찮을,-1
1548,귀찮을 때,-1
1549,귀찮을 정도로,-1
1550,귀찮음,-1
1551,귀하게,2
1552,귀하게 되어,1
1553,귀하게 될,1
1554,귀하고,2
1555,귀하고 값진,2
1556,귀하고 중요하게,2
1557,귀하고 중요하다,2
1558,귀하다,2
1559,귀하며,2
1560,귀한,2
1561,규모가 크고,1
1562,규범을 어기면서,-1
1563,규칙을 어겨,-1
1564,균의,-1
1565,균의 침입으로,-1
1566,균형을 잃거나,-1
1567,그 감동,2
1568,그 긍지,2
1569,그 방정,-1
1570,그 범죄를,-1
1571,그 사랑,2
1572,그 시체를,-1
1573,그 실수,-1
1574,그 질병,-1
1575,그 한숨,-1
1576,그 형벌에,-1
1577,그대로 설사하는,-2
1578,그대로 힘없이,-1
1579,그득한 병,-1
1580,그러하다,1
1581,그런 근심,-1
1582,그런 비판,-1
1583,그럴듯하게 대강,-1
1584,그럴듯하게 대충,-1
1585,그럴듯하다,1
1586,그럴싸하다,1
1587,그렇게 되리라는,1
1588,그렇게 애도함,-1
1589,그렇게 인정받는,1
1590,그르게 되거나,-1
1591,그르치다,-1
1592,그른,-2
1593,그른 짓을,-2
1594,그릇되거나,-2
1595,그릇되게,-2
1596,그릇되게 하는,-2
1597,그릇되게 하다,-2
1598,그릇되다,-2
1599,그릇된,-2
1600,그릇된 방향으로,-2
1601,그릇된 일을,-2
1602,그릇된 짓을,-2
1603,그릇된 행동,-1
1604,그릇된 행동을,-1
1605,그리운,1
1606,그리운 마음이,1
1607,그리움,1
1608,그리웁다,1
1609,그리워지다,1
1610,그리워하거나,1
1611,그리워하거나 좋아하는,1
1612,그리워하거나 좋아하다,1
1613,그리워하다,1
1614,그리워함,1
1615,그린라이트,2
1616,그립다,1
1617,그만두게,-1
1618,그만두게 되거나,-1
1619,그만두게 하다,-1
1620,그만두다,-1
1621,그만두어,-1
1622,그만두어 버리다,-1
1623,그만두어 버림,-1
1624,그와 이별하다,-2
1625,그윽하고,1
1626,그윽하고 평온하다,1
1627,극락,1
1628,극복하고,1
1629,극복하다,1
1630,극성맞게,-1
1631,극성맞다,-1
1632,극진하게,2
1633,극진하다,2
1634,극진한 데가,2
1635,극혐,-2
1636,근거가 없고,-1
1637,근본에 맞는,1
1638,근사하다,2
1639,근심,-1
1640,근심 따위로,-1
1641,근심 없이,2
1642,근심과,-1
1643,근심과 걱정으로,-1
1644,근심스럽거나,-1
1645,근심스럽거나 답답하여,-1
1646,근심스럽고,-1
1647,근심에 잠겨서,-1
1648,근심으로,-1
1649,근심이,-1
1650,근심이 있어,-1
1651,근심이나,-1
1652,근심이나 걱정,-1
1653,근심이나 걱정이,-2
1654,근심이나 걱정이 없고,2
1655,근심이나 병,-1
1656,근심이나 설움으로,-1
1657,근심하거나,-1
1658,근심하거나 안타까워,-2
1659,근심하고,-1
1660,근심하는,-1
1661,근심하는 데가,-1
1662,근심하다,-1
1663,근심하며,-1
1664,근심하며 분하게,-1
1665,근심함,-1
1666,근심함을,-1
1667,근심함을 이르는,-1
1668,근지럽고,-1
1669,근질근질 가려운,-1
1670,근질근질하다,-1
1671,근하다,2
1672,긁어,0
1673,긁어 상처를,-1
1674,금고를 깨뜨리다,-1
1675,금사빠,-1
1676,금지되다,-2
1677,금지된 물건을,-2
1678,금지하는 말과,-2
1679,금지하려,-2
1680,금지하려 할,-2
1681,금지함,-2
1682,급성 염증,-2
1683,급성 위장염의,-2
1684,급작스럽게 화를,-2
1685,급하게,-1
1686,급하게 몰아쉬는,-1
1687,급하게 쉬는,-1
1688,급하고,-1
1689,급하고 거세다,-1
1690,급하고 변덕스러워,-1
1691,급하다,-1
1692,급한 처지에,-1
1693,긍가하다,2
1694,긍정,1
1695,긍정적,1
1696,긍정적으로,2
1697,긍정적으로 강조하는,2
1698,긍정적이고,2
1699,긍정적이고 좋다,2
1700,긍정적인,2
1701,긍정적인 범위에,2
1702,긍정적인 태도,2
1703,긍정적인 효과를,2
1704,긍정하는,2
1705,긍정하는 뜻으로,2
1706,긍정할,2
1707,긍정할 때,2
1708,긍정할 때에,2
1709,긍지,2
1710,긍지를,2
1711,긍지를 가지는,2
1712,긍지를 가짐,2
1713,기가 눌려,-1
1714,기가 막혀,-1
1715,기가 막히거나,-1
1716,기가 미련이,-1
1717,기가 부족하며,-1
1718,기가 어색하고,-1
1719,기관지염,-1
1720,기능 장애로,-2
1721,기능을 상실한,-1
1722,기능을 잃고,-1
1723,기능이 약하여진,-1
1724,기능이 허약하여,-1
1725,기다리지 못하고,-1
1726,기대,1
1727,기대 이상으로,2
1728,기대 이상이다,2
1729,기대가,1
1730,기대가 가득하다,1
1731,기대되는,2
1732,기대된다,1
1733,기대를 받다,1
1734,기대에 어그러져,-1
1735,기대하다,1
1736,기대할 만한,2
1737,기둥처럼 든든히,2
1738,기량이 부족하여,-1
1739,기력이 쇠약한,-1
1740,기력이 쇠약해지는,-1
1741,기력이 약하여,-1
1742,기력이 약하여지는,-1
1743,기력이 허약하여,-1
1744,기를 꺾다,-1
1745,기를 꺾음,-1
1746,기름기가 많다,-1
1747,기름진 땅,1
1748,기리어,1
1749,기막히다,1
1750,기만하다,-2
1751,기모띠,1
1752,기미하다,2
1753,기반이 튼튼하게,1
1754,기반이 튼튼하다,1
1755,기부하다,1
1756,기분 나쁠,-2
1757,기분 좋은,2
1758,기분을 나쁘게,-2
1759,기분이 나쁘거나,-2
1760,기분이 상하다,-2
1761,기분이 좋게,2
1762,기분이 좋다,2
1763,기분이 좋은,2
1764,기분이 좋을,2
1765,기뻐,2
1766,기뻐서,2
1767,기뻐서 웃는,2
1768,기뻐하고,2
1769,기뻐하고 즐거워하다,2
1770,기뻐하고 즐거워한다는,2
1771,기뻐하고 즐거워함,2
1772,기뻐하는,2
1773,기뻐하다,2
1774,기뻐함과,2
1775,기뻐함과 즐거워함,2
1776,기쁘거나,2
1777,기쁘거나 만족스럽거나,2
1778,기쁘거나 즐거운,2
1779,기쁘거나 흥분하여,2
1780,기쁘게,2
1781,기쁘게 여기다,2
1782,기쁘고,2
1783,기쁘고 만족스럽다,2
1784,기쁘다,2
1785,기쁜,2
1786,기쁜 마음,2
1787,기쁜 마음으로,2
1788,기쁜 마음을,2
1789,기쁜 빛,2
1790,기쁜 빛을,2
1791,기쁜 일이,2
1792,기쁨,2
1793,기쁨과,2
1794,기쁨과 즐거움,2
1795,기쁨을,2
1796,기쁨을 느끼는,2
1797,기쁨을 느끼다,2
1798,기쁨을 느끼어,2
1799,기쁨을 담은,2
1800,기쁨을 아는,2
1801,기쁨을 즐기다,2
1802,기쁨이나,2
1803,기쁨이나 감격이,2
1804,기상이 뛰어난,2
1805,기세 좋게,2
1806,기세가 꺾이고,-1
1807,기세가 약해지다,-1
1808,기세가 좋은,2
1809,기억이 희미해져서,-1
1810,기예에 통달하여,1
1811,기운 없이,-2
1812,기운을 쓰는,-1
1813,기운을 잃고,-1
1814,기운이 꺾이다,-1
1815,기운이 꺾임,-1
1816,기운이 다하여,-2
1817,기운이 막히다,-1
1818,기운이 막힘,-1
1819,기운이 못 펴지게,-1
1820,기운이 빠져,-2
1821,기운이 빠져서,-2
1822,기운이 쇠약하여,-2
1823,기운이 없거나,-2
1824,기운이 없고,-2
1825,기운이 없는,-2
1826,기운이 없다,-2
1827,기운이 없어,-2
1828,기운이 없어지고,-2
1829,기운이 없이,-2
1830,기운이나 의욕 따위가 없이,-2
1831,기운차게,2
1832,기운차게 솟구쳐,2
1833,기운차고,2
1834,기운차고 활기,2
1835,기운차다,2
1836,기울어지며 자꾸,-1
1837,기일이 안타깝게,-1
1838,기절하듯이,-2
1839,기절하듯이 쓰러지다,-2
1840,기절할,-2
1841,기절할 듯이,-2
1842,기죽다,-2
1843,기준보다 못하거나,-1
1844,기준에 미치지 못하다,-1
1845,기준에 어긋나,-2
1846,기침,-1
1847,기침 소리를,-1
1848,기침병을 앓아,-1
1849,기침을,-1
1850,기침을 심하게,-1
1851,기침을 하다,-1
1852,기침을 한다,-1
1853,기침이,-1
1854,기침이 나는,-1
1855,기특하고,2
1856,기특하고 장하다,2
1857,기품이 있다,2
1858,기풍,1
1859,기피되어,-1
1860,기피되어 따돌림을,-2
1861,기피하여,-1
1862,기피하여 따돌리거나,-2
1863,기한까지 내지 못하고,-1
1864,기형으로,-1
1865,기회를 놓치거나,-1
1866,기회주의적이고,-1
1867,긴장되고,-1
1868,긴장되다,-1
1869,긴장을 해소하려,1
1870,긴장이나,-1
1871,긴장하거나,-1
1872,긴장하거나 힘을,-1
1873,긴장하다,-1
1874,긴장하여,-1
1875,긴절하다,0
1876,긴절히,0
1877,길고 아름다워서,2
1878,길막,-1
1879,길미,1
1880,길을 찾아내다,1
1881,길이 막막하게,-2
1882,길이 막막하다,-2
1883,길이 어둡거나,-1
1884,깊고 중대한,1
1885,깊은 맛이,2
1886,깊은 맛이 있게,2
1887,깊은 은혜,2
1888,깊은 은혜와,2
1889,깊은 이치나,1
1890,깊이 감복하여,2
1891,깊이 근심함,-2
1892,깊이 기억하다,2
1893,깊이 따르다,2
1894,깊이 따름,2
1895,깊이 사귐,2
1896,깊이 사모함,2
1897,깊이 슬퍼하다,-2
1898,깊이 슬퍼함,-2
1899,깊이 있고,1
1900,깊이가 없고,-1
1901,깊지 아니하거나,-1
1902,깊지 아니하고,-1
1903,ㄲ,-1
1904,ㄲㅂ,-1
1905,ㄲㅈ,-1
1906,까꾸러트리다,-1
1907,까다로운,-1
1908,까다로운 모양,-1
1909,까다로워,-1
1910,까다로이,-1
1911,까다롭게,-1
1912,까다롭게 구는,-1
